
(base) C:\Users\Sammie>cd C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>conda activate base

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>python bbq_producer.py
Would you like to monitor RabbitMQ queues? y or n y


 [x] Sent b'[5/22/2021 12:20, 84.2]' to 01-smoker
 [x] Sent b'[5/22/2021 17:39, 152.4]' to 03-food-B
 [x] Sent b'[5/22/2021 17:39, 152.4]' to 03-food-B
 [x] Sent b'[5/22/2021 17:40, 237.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:40, 237.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:40, 160.6]' to 02-food-A
 [x] Sent b'[5/22/2021 17:40, 160.6]' to 02-food-A
 [x] Sent b'[5/22/2021 17:40, 152.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:40, 152.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:41, 237.6]' to 01-smoker
 [x] Sent b'[5/22/2021 17:41, 237.6]' to 01-smoker
 [x] Sent b'[5/22/2021 17:41, 160.6]' to 02-food-A
 [x] Sent b'[5/22/2021 17:41, 160.6]' to 02-food-A
 [x] Sent b'[5/22/2021 17:41, 152.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:41, 152.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:42, 238.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:42, 238.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:42, 160.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:42, 160.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:42, 152.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:42, 152.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:43, 238.6]' to 01-smoker
 [x] Sent b'[5/22/2021 17:43, 238.6]' to 01-smoker
 [x] Sent b'[5/22/2021 17:43, 160.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:43, 160.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:43, 152.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:43, 152.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:44, 239.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:44, 239.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:44, 160.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:44, 160.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:44, 152.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:44, 152.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:45, 239.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:45, 239.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:45, 160.8]' to 02-food-A
 [x] Sent b'[5/22/2021 17:45, 160.8]' to 02-food-A
 [x] Sent b'[5/22/2021 17:45, 152.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:45, 152.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:46, 239.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:46, 239.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:46, 160.8]' to 02-food-A
 [x] Sent b'[5/22/2021 17:46, 160.8]' to 02-food-A
 [x] Sent b'[5/22/2021 17:46, 152.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:46, 152.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:47, 240]' to 01-smoker
 [x] Sent b'[5/22/2021 17:47, 240]' to 01-smoker
 [x] Sent b'[5/22/2021 17:47, 160.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:47, 160.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:47, 152.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:47, 152.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:48, 241.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:48, 241.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:48, 160.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:48, 160.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:48, 152.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:48, 152.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:49, 241.3]' to 01-smoker
 [x] Sent b'[5/22/2021 17:49, 241.3]' to 01-smoker
 [x] Sent b'[5/22/2021 17:49, 160.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:49, 160.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:49, 152.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:49, 152.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:50, 243]' to 01-smoker
 [x] Sent b'[5/22/2021 17:50, 243]' to 01-smoker
 [x] Sent b'[5/22/2021 17:50, 161]' to 02-food-A
 [x] Sent b'[5/22/2021 17:50, 161]' to 02-food-A
 [x] Sent b'[5/22/2021 17:50, 152.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:50, 152.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:51, 243.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:51, 243.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:51, 161]' to 02-food-A
 [x] Sent b'[5/22/2021 17:51, 161]' to 02-food-A
 [x] Sent b'[5/22/2021 17:51, 152.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:51, 152.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:52, 243.2]' to 01-smoker
 [x] Sent b'[5/22/2021 17:52, 243.2]' to 01-smoker
 [x] Sent b'[5/22/2021 17:52, 161]' to 02-food-A
 [x] Sent b'[5/22/2021 17:52, 161]' to 02-food-A
 [x] Sent b'[5/22/2021 17:52, 152.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:52, 152.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:53, 243.2]' to 01-smoker
 [x] Sent b'[5/22/2021 17:53, 243.2]' to 01-smoker
 [x] Sent b'[5/22/2021 17:53, 161]' to 02-food-A
 [x] Sent b'[5/22/2021 17:53, 161]' to 02-food-A
 [x] Sent b'[5/22/2021 17:53, 152.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:53, 152.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:54, 243.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:54, 243.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:54, 161.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:54, 161.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:54, 152.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:54, 152.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:55, 243.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:55, 243.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:55, 161.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:55, 161.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:55, 152.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:55, 152.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:56, 242.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:56, 242.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:56, 161.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:56, 161.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:56, 152.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:56, 152.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:57, 240.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:57, 240.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:57, 161.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:57, 161.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:57, 152.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:57, 152.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:58, 239.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:58, 239.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:58, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 17:58, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 17:58, 153]' to 03-food-B
 [x] Sent b'[5/22/2021 17:58, 153]' to 03-food-B
 [x] Sent b'[5/22/2021 17:59, 239.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:59, 239.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:59, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 17:59, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 17:59, 153]' to 03-food-B
 [x] Sent b'[5/22/2021 17:59, 153]' to 03-food-B
 [x] Sent b'[5/22/2021 18:00, 240.3]' to 01-smoker
 [x] Sent b'[5/22/2021 18:00, 240.3]' to 01-smoker
 [x] Sent b'[5/22/2021 18:00, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 18:00, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 18:00, 153]' to 03-food-B
 [x] Sent b'[5/22/2021 18:00, 153]' to 03-food-B
 [x] Sent b'[5/22/2021 18:01, 240.3]' to 01-smoker
 [x] Sent b'[5/22/2021 18:01, 240.3]' to 01-smoker
 [x] Sent b'[5/22/2021 18:01, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 18:01, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 18:01, 153.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:01, 153.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:02, 240.6]' to 01-smoker
 [x] Sent b'[5/22/2021 18:02, 240.6]' to 01-smoker
 [x] Sent b'[5/22/2021 18:02, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 18:02, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 18:02, 153.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:02, 153.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:03, 240.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:03, 240.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:03, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 18:03, 161.2]' to 02-food-A
 [x] Sent b'[5/22/2021 18:03, 153.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:03, 153.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:04, 240.8]' to 01-smoker
 [x] Sent b'[5/22/2021 18:04, 240.8]' to 01-smoker
 [x] Sent b'[5/22/2021 18:04, 161.3]' to 02-food-A
 [x] Sent b'[5/22/2021 18:04, 161.3]' to 02-food-A
 [x] Sent b'[5/22/2021 18:04, 153.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:04, 153.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:05, 241.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:05, 241.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:05, 161.3]' to 02-food-A
 [x] Sent b'[5/22/2021 18:05, 161.3]' to 02-food-A
 [x] Sent b'[5/22/2021 18:05, 153.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:05, 153.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:06, 241.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:06, 241.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:06, 161.3]' to 02-food-A
 [x] Sent b'[5/22/2021 18:06, 161.3]' to 02-food-A
 [x] Sent b'[5/22/2021 18:06, 153.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:06, 153.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:07, 242]' to 01-smoker
 [x] Sent b'[5/22/2021 18:07, 242]' to 01-smoker
 [x] Sent b'[5/22/2021 18:07, 161.3]' to 02-food-A
 [x] Sent b'[5/22/2021 18:07, 161.3]' to 02-food-A
 [x] Sent b'[5/22/2021 18:07, 153.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:07, 153.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:08, 242]' to 01-smoker
 [x] Sent b'[5/22/2021 18:08, 242]' to 01-smoker
 [x] Sent b'[5/22/2021 18:08, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:08, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:08, 153.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:08, 153.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:09, 242.8]' to 01-smoker
 [x] Sent b'[5/22/2021 18:09, 242.8]' to 01-smoker
 [x] Sent b'[5/22/2021 18:09, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:09, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:09, 153.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:09, 153.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:10, 243.7]' to 01-smoker
 [x] Sent b'[5/22/2021 18:10, 243.7]' to 01-smoker
 [x] Sent b'[5/22/2021 18:10, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:10, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:10, 153.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:10, 153.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:11, 242.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:11, 242.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:11, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:11, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:11, 153.5]' to 03-food-B
 [x] Sent b'[5/22/2021 18:11, 153.5]' to 03-food-B
 [x] Sent b'[5/22/2021 18:12, 242.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:12, 242.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:12, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:12, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:12, 153.5]' to 03-food-B
 [x] Sent b'[5/22/2021 18:12, 153.5]' to 03-food-B
 [x] Sent b'[5/22/2021 18:13, 241.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:13, 241.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:13, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:13, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:13, 153.5]' to 03-food-B
 [x] Sent b'[5/22/2021 18:13, 153.5]' to 03-food-B
 [x] Sent b'[5/22/2021 18:14, 241.3]' to 01-smoker
 [x] Sent b'[5/22/2021 18:14, 241.3]' to 01-smoker
 [x] Sent b'[5/22/2021 18:14, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:14, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:14, 153.6]' to 03-food-B
 [x] Sent b'[5/22/2021 18:14, 153.6]' to 03-food-B
 [x] Sent b'[5/22/2021 18:15, 242]' to 01-smoker
 [x] Sent b'[5/22/2021 18:15, 242]' to 01-smoker
 [x] Sent b'[5/22/2021 18:15, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:15, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:15, 153.6]' to 03-food-B
 [x] Sent b'[5/22/2021 18:15, 153.6]' to 03-food-B
 [x] Sent b'[5/22/2021 18:16, 242.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:16, 242.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:16, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:16, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:16, 153.7]' to 03-food-B
 [x] Sent b'[5/22/2021 18:16, 153.7]' to 03-food-B
 [x] Sent b'[5/22/2021 18:17, 241.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:17, 241.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:17, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:17, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:17, 153.7]' to 03-food-B
 [x] Sent b'[5/22/2021 18:17, 153.7]' to 03-food-B
 [x] Sent b'[5/22/2021 18:18, 238.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:18, 238.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:18, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:18, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:18, 153.8]' to 03-food-B
 [x] Sent b'[5/22/2021 18:18, 153.8]' to 03-food-B
 [x] Sent b'[5/22/2021 18:19, 237.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:19, 237.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:19, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:19, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:19, 153.8]' to 03-food-B
 [x] Sent b'[5/22/2021 18:19, 153.8]' to 03-food-B
 [x] Sent b'[5/22/2021 18:20, 236.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:20, 236.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:20, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:20, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:20, 153.9]' to 03-food-B
 [x] Sent b'[5/22/2021 18:20, 153.9]' to 03-food-B
 [x] Sent b'[5/22/2021 18:21, 235.3]' to 01-smoker
 [x] Sent b'[5/22/2021 18:21, 235.3]' to 01-smoker
 [x] Sent b'[5/22/2021 18:21, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:21, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:21, 153.9]' to 03-food-B
 [x] Sent b'[5/22/2021 18:21, 153.9]' to 03-food-B
 [x] Sent b'[5/22/2021 18:22, 235.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:22, 235.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:22, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:22, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:22, 154]' to 03-food-B
 [x] Sent b'[5/22/2021 18:22, 154]' to 03-food-B
 [x] Sent b'[5/22/2021 18:23, 234.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:23, 234.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:23, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:23, 161.4]' to 02-food-A
 [x] Sent b'[5/22/2021 18:23, 154]' to 03-food-B
 [x] Sent b'[5/22/2021 18:23, 154]' to 03-food-B
 [x] Sent b'[5/22/2021 18:24, 238.7]' to 01-smoker
 [x] Sent b'[5/22/2021 18:24, 238.7]' to 01-smoker
 [x] Sent b'[5/22/2021 18:24, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:24, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:24, 154]' to 03-food-B
 [x] Sent b'[5/22/2021 18:24, 154]' to 03-food-B
 [x] Sent b'[5/22/2021 18:25, 244.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:25, 244.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:25, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:25, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:25, 154.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:25, 154.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:26, 247.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:26, 247.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:26, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:26, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:26, 154.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:26, 154.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:27, 247.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:27, 247.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:27, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:27, 161.5]' to 02-food-A
 [x] Sent b'[5/22/2021 18:27, 154.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:27, 154.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:28, 249]' to 01-smoker
 [x] Sent b'[5/22/2021 18:28, 249]' to 01-smoker
 [x] Sent b'[5/22/2021 18:28, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:28, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:28, 154.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:28, 154.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:29, 249.6]' to 01-smoker
 [x] Sent b'[5/22/2021 18:29, 249.6]' to 01-smoker
 [x] Sent b'[5/22/2021 18:29, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:29, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:29, 154.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:29, 154.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:30, 249]' to 01-smoker
 [x] Sent b'[5/22/2021 18:30, 249]' to 01-smoker
 [x] Sent b'[5/22/2021 18:30, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:30, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:30, 154.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:30, 154.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:31, 249.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:31, 249.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:31, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:31, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:31, 154.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:31, 154.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:32, 249.9]' to 01-smoker
 [x] Sent b'[5/22/2021 18:32, 249.9]' to 01-smoker
 [x] Sent b'[5/22/2021 18:32, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:32, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:32, 154.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:32, 154.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:33, 250.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:33, 250.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:33, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:33, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:33, 154.5]' to 03-food-B
 [x] Sent b'[5/22/2021 18:33, 154.5]' to 03-food-B
 [x] Sent b'[5/22/2021 18:34, 250]' to 01-smoker
 [x] Sent b'[5/22/2021 18:34, 250]' to 01-smoker
 [x] Sent b'[5/22/2021 18:34, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:34, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:34, 154.5]' to 03-food-B
 [x] Sent b'[5/22/2021 18:34, 154.5]' to 03-food-B
 [x] Sent b'[5/22/2021 18:35, 251.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:35, 251.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:35, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:35, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:35, 154.6]' to 03-food-B
 [x] Sent b'[5/22/2021 18:35, 154.6]' to 03-food-B
 [x] Sent b'[5/22/2021 18:36, 251.9]' to 01-smoker
 [x] Sent b'[5/22/2021 18:36, 251.9]' to 01-smoker
 [x] Sent b'[5/22/2021 18:36, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:36, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:36, 154.6]' to 03-food-B
 [x] Sent b'[5/22/2021 18:36, 154.6]' to 03-food-B
 [x] Sent b'[5/22/2021 18:37, 251.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:37, 251.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:37, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:37, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:37, 154.6]' to 03-food-B
 [x] Sent b'[5/22/2021 18:37, 154.6]' to 03-food-B
 [x] Sent b'[5/22/2021 18:38, 251.8]' to 01-smoker
 [x] Sent b'[5/22/2021 18:38, 251.8]' to 01-smoker
 [x] Sent b'[5/22/2021 18:38, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:38, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 18:38, 154.7]' to 03-food-B
 [x] Sent b'[5/22/2021 18:38, 154.7]' to 03-food-B
 [x] Sent b'[5/22/2021 18:39, 250.9]' to 01-smoker
 [x] Sent b'[5/22/2021 18:39, 250.9]' to 01-smoker
 [x] Sent b'[5/22/2021 18:39, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 18:39, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 18:39, 154.7]' to 03-food-B
 [x] Sent b'[5/22/2021 18:39, 154.7]' to 03-food-B
 [x] Sent b'[5/22/2021 18:40, 251.6]' to 01-smoker
 [x] Sent b'[5/22/2021 18:40, 251.6]' to 01-smoker
 [x] Sent b'[5/22/2021 18:40, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 18:40, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 18:40, 154.8]' to 03-food-B
 [x] Sent b'[5/22/2021 18:40, 154.8]' to 03-food-B
 [x] Sent b'[5/22/2021 18:41, 251.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:41, 251.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:41, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 18:41, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 18:41, 154.8]' to 03-food-B
 [x] Sent b'[5/22/2021 18:41, 154.8]' to 03-food-B
 [x] Sent b'[5/22/2021 18:42, 251.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:42, 251.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:42, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:42, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:42, 154.8]' to 03-food-B
 [x] Sent b'[5/22/2021 18:42, 154.8]' to 03-food-B
 [x] Sent b'[5/22/2021 18:43, 252]' to 01-smoker
 [x] Sent b'[5/22/2021 18:43, 252]' to 01-smoker
 [x] Sent b'[5/22/2021 18:43, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:43, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:43, 154.9]' to 03-food-B
 [x] Sent b'[5/22/2021 18:43, 154.9]' to 03-food-B
 [x] Sent b'[5/22/2021 18:44, 252]' to 01-smoker
 [x] Sent b'[5/22/2021 18:44, 252]' to 01-smoker
 [x] Sent b'[5/22/2021 18:44, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:44, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:44, 154.9]' to 03-food-B
 [x] Sent b'[5/22/2021 18:44, 154.9]' to 03-food-B
 [x] Sent b'[5/22/2021 18:45, 251.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:45, 251.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:45, 161.8]' to 02-food-A
